real,previsto,erro,erro_absoluto,erro_relativo
33.19,31.694414,1.4955858612060524,1.4955858612060524,4.50613395964463
41.44,41.08759,0.3524107360839821,0.3524107360839821,0.8504120079246672
23.97,23.472023,0.4979769897460926,0.4979769897460926,2.077501000192293
35.69,35.489197,0.20080322265624773,0.20080322265624773,0.562631612934289
36.63,35.894073,0.7359265136718776,0.7359265136718776,2.009081391405617
34.31,33.208225,1.1017747497558616,1.1017747497558616,3.21123506195238
29.18,28.793133,0.38686721801757784,0.38686721801757784,1.3257958122603763
26.49,25.97868,0.5113203430175766,0.5113203430175766,1.930239120489153
33.36,32.863976,0.4960244750976557,0.4960244750976557,1.4868839181584403
38.13,37.340706,0.7892941284179713,0.7892941284179713,2.0700082046104673
36.72,35.993225,0.7267749023437489,0.7267749023437489,1.9792344835069413
44.15,42.386826,1.763174438476561,1.763174438476561,3.993600087149629
29.01,29.049091,-0.03909133911132656,0.03909133911132656,0.13475125512349728
33.75,32.331554,1.4184455871582031,1.4184455871582031,4.2028017397280095
31.14,30.553345,0.5866552734375006,0.5866552734375006,1.8839283026252425
49.2,47.175045,2.0249549865722685,2.0249549865722685,4.115762167829814
33.5,32.18853,1.3114700317382812,1.3114700317382812,3.914835915636661
37.41,37.224133,0.18586746215819971,0.18586746215819971,0.49683897930553256
36.54,35.206196,1.333804168701171,1.333804168701171,3.650257714015247
31.02,30.776703,0.24329711914062457,0.24329711914062457,0.7843234014849277
27.36,27.015491,0.3445085144042963,0.3445085144042963,1.2591685467993285
35.66,34.762894,0.8971063232421841,0.8971063232421841,2.5157216019130235
31.51,32.20514,-0.6951391601562484,0.6951391601562484,2.2060906383886016
45.68,43.961105,1.7188946533203122,1.7188946533203122,3.7629042323124176
37.51,36.36815,1.1418511962890605,1.1418511962890605,3.044124756835672
28.51,28.023407,0.48659301757812656,0.48659301757812656,1.7067450634097738
29.53,28.787212,0.7427876281738293,0.7427876281738293,2.515366163812493
37.09,35.894943,1.195056762695316,1.195056762695316,3.2220457338779074
39.91,38.735962,1.1740380859374966,1.1740380859374966,2.941714071504627
25.67,25.505314,0.16468612670898608,0.16468612670898608,0.6415509416010365
34.76,34.626236,0.1337640380859355,0.1337640380859355,0.3848217436304244
37.62,37.04512,0.5748797607421849,0.5748797607421849,1.5281227026639688
36.86,36.93454,-0.07453979492187557,0.07453979492187557,0.20222407737893536
35.47,34.270027,1.1999728393554676,1.1999728393554676,3.383064108698809
39.32,38.482464,0.8375361633300784,0.8375361633300784,2.1300512800866693
41.89,40.43631,1.4536901855468756,1.4536901855468756,3.4702558738287794
38.84,37.736763,1.1032369995117222,1.1032369995117222,2.8404660131609734
34.87,33.88048,0.9895182800292943,0.9895182800292943,2.837735245280454
31.2,30.94191,0.2580902099609368,0.2580902099609368,0.8272122114132591
28.46,28.768204,-0.30820373535156165,0.30820373535156165,1.0829365261825779
41.93,40.634224,1.2957760620117185,1.2957760620117185,3.0903316527825386
31.14,30.75304,0.38695968627929744,0.38695968627929744,1.242645106869934
36.99,36.02659,0.9634115600585957,0.9634115600585957,2.6045189512262654
40.26,38.950485,1.3095147705078105,1.3095147705078105,3.2526447354888486
39.56,39.18892,0.3710809326171898,0.3710809326171898,0.9380205576774261
40.09,38.72178,1.3682211303710972,1.3682211303710972,3.41287385974332
31.15,30.739,0.41099967956542827,0.41099967956542827,1.319421122200412
30.0,29.215385,0.7846145629882812,0.7846145629882812,2.615381876627604
40.24,38.671814,1.568186035156252,1.568186035156252,3.89708259233661
32.28,31.525013,0.754987030029298,0.754987030029298,2.338869361924715
41.84,41.012466,0.8275335693359409,0.8275335693359409,1.977852699177679
30.52,30.260475,0.2595248413085933,0.2595248413085933,0.8503435167385103
37.07,37.060497,0.00950271606445341,0.00950271606445341,0.025634518652423544
36.52,35.345985,1.1740145874023469,1.1740145874023469,3.2147168329746623
42.93,42.12445,0.8055493164062497,0.8055493164062497,1.8764251488615182
30.35,30.179333,0.17066726684570455,0.17066726684570455,0.5623303685196196
31.15,31.413895,-0.2638946533203139,0.2638946533203139,0.8471738469351972
32.33,31.168442,1.1615582275390608,1.1615582275390608,3.5928185200713294
42.81,41.932632,0.8773675537109398,0.8773675537109398,2.049445348542256
35.64,35.05522,0.5847784423828131,0.5847784423828131,1.64079248704493
39.33,38.294243,1.0357571411132795,1.0357571411132795,2.633504045546096
39.39,38.711384,0.6786161804199224,0.6786161804199224,1.7228133547091202
34.19,33.361534,0.828465881347654,0.828465881347654,2.4231233733479205
46.1,43.453934,2.646066284179689,2.646066284179689,5.739840095834467
33.16,32.779236,0.3807641601562466,0.3807641601562466,1.1482634504108764
33.26,32.685272,0.574727783203123,0.574727783203123,1.7279849164255054
43.61,41.82646,1.783538208007812,1.783538208007812,4.0897459481949365
22.0,21.732386,0.26761436462402344,0.26761436462402344,1.2164289301091975
41.65,39.843292,1.8067077636718736,1.8067077636718736,4.337833766319024
39.63,38.245636,1.3843640136718776,1.3843640136718776,3.4932223408323937
40.13,38.555946,1.5740536499023463,1.5740536499023463,3.922386369056432
29.57,29.411713,0.15828735351562528,0.15828735351562528,0.5352971035361018
40.09,39.062607,1.027393188476566,1.027393188476566,2.5627168582603286
26.42,26.548016,-0.12801559448242017,0.12801559448242017,0.4845404787373965
35.15,34.618366,0.5316337585449205,0.5316337585449205,1.5124715748077395
27.36,26.75456,0.6054395294189447,0.6054395294189447,2.212863777116026
37.44,37.078518,0.36148208618163835,0.36148208618163835,0.9654970250577948
32.76,31.845585,0.9144151306152324,0.9144151306152324,2.7912549774579745
38.44,37.716072,0.7239279174804665,0.7239279174804665,1.883267215089663
42.74,41.414284,1.3257162475585957,1.3257162475585957,3.101816208606915
28.22,27.819859,0.40014144897460824,0.40014144897460824,1.417935680278555
23.21,23.041996,0.16800399780273523,0.16800399780273523,0.7238431615800742
37.38,35.83063,1.549368743896487,1.549368743896487,4.144913707588247
29.1,28.817528,0.28247222900390767,0.28247222900390767,0.9706949450306104
41.41,39.687286,1.7227136230468716,1.7227136230468716,4.160139152491841
33.39,32.93135,0.45864929199218807,0.45864929199218807,1.373612734328206
35.8,34.913033,0.8869674682617159,0.8869674682617159,2.4775627605075865
34.55,33.485695,1.064305114746091,1.064305114746091,3.0804779008569927
39.33,39.393833,-0.06383316040039233,0.06383316040039233,0.16230145029339518
36.07,35.732513,0.3374865722656253,0.3374865722656253,0.935643394138135
27.75,27.533152,0.21684837341308594,0.21684837341308594,0.7814355798669764
30.85,30.68853,0.16147003173828267,0.16147003173828267,0.5234036685195548
45.64,43.58953,2.050469055175782,2.050469055175782,4.492701698457015
33.92,33.416138,0.5038623046875017,0.5038623046875017,1.48544311523438
31.34,31.287107,0.05289253234863267,0.05289253234863267,0.1687700457837673
34.03,33.94938,0.08062103271484489,0.08062103271484489,0.23691164476886536
38.29,37.532883,0.7571173095703116,0.7571173095703116,1.9773238693400668
33.09,31.785484,1.3045156860351597,1.3045156860351597,3.9423260381842233
39.45,38.35233,1.0976707458496122,1.0976707458496122,2.782435350696102
31.57,31.35224,0.21776039123535185,0.21776039123535185,0.6897700070806203
39.2,37.94396,1.2560417175292997,1.2560417175292997,3.2041880549216826
26.81,27.096956,-0.2869562530517591,0.2869562530517591,1.0703329095552372
27.56,27.688337,-0.12833732604980597,0.12833732604980597,0.4656651888599636
34.04,33.605724,0.4342756652832023,0.4342756652832023,1.2757804503031793
33.39,33.21531,0.17469085693359432,0.17469085693359432,0.5231831594297524
33.52,32.67623,0.8437686157226594,0.8437686157226594,2.5172094741129456
34.21,33.737957,0.472042999267579,0.472042999267579,1.379839226154864
29.33,29.19376,0.13624008178710767,0.13624008178710767,0.46450760922982504
