Real,Predicted,Absolute_Error,Residuals,Relative_Error(%)
26.5,29.982281029224396,3.4822810292243958,-3.4822810292243958,13.140683124189914
33.2,36.47329032421112,3.2732903242111178,-3.2732903242111178,9.859308202485503
27.08,29.982281029224396,2.9022810292243975,-2.9022810292243975,10.717433634241706
32.4,29.518637508153915,2.881362491846083,2.881362491846083,8.893094107891278
26.36,29.209541827440262,2.8495418274402624,-2.8495418274402624,10.810097975566208
32.24,35.08235976099968,2.8423597609996776,-2.8423597609996776,8.816252357686267
33.03,35.85509896278381,2.8250989627838123,-2.8250989627838123,8.553130372172266
25.85,23.02762821316719,2.822371786832811,2.822371786832811,10.918266095709802
33.55,36.318742483854294,2.7687424838542967,-2.7687424838542967,8.252585642411441
27.79,25.03675013780594,2.7532498621940604,2.7532498621940604,9.907340270612904
