Real,Predicted,Absolute_Error,Residuals,Relative_Error(%)
41.37,42.361866265535355,0.9918662655353572,-0.9918662655353572,2.397549589788741
32.11,34.208536356687546,2.0985363566875463,-2.0985363566875463,6.535460467250079
39.42,36.8672308921814,2.552769107818605,2.552769107818605,6.475822189677887
36.17,34.91752156615257,1.252478433847429,1.252478433847429,3.462754861767082
29.75,28.713900983333588,1.0360990166664124,1.0360990166664124,3.4826857691366175
31.09,30.309117704629898,0.7808822953701018,0.7808822953701018,2.511683162170902
27.01,28.182162076234818,1.172162076234816,-1.172162076234816,4.339733712702119
26.73,26.40969905257225,0.32030094742775006,0.32030094742775006,1.198282631155712
27.71,29.245639890432358,1.535639890432357,-1.535639890432357,5.5418256581673555
31.24,32.25882703065872,1.0188270306587235,-1.0188270306587235,3.26129010989947
39.85,38.99418652057648,0.8558134794235244,0.8558134794235244,2.1475871498337904
31.92,33.85404375195503,1.9340437519550306,-1.9340437519550306,6.059034308737867
37.57,35.6265067756176,1.9434932243824008,1.9434932243824008,5.172992344597023
26.07,26.055206447839737,0.014793552160263346,0.014793552160263346,0.0567455011683498
30.45,29.422886192798615,1.0271138072013848,1.0271138072013848,3.3731159502925228
30.45,30.13187140226364,0.31812859773635793,0.31812859773635793,1.0447572992836853
23.5,21.62404888868332,1.875951111316681,1.875951111316681,7.982770683057037
30.74,29.60013249516487,1.1398675048351272,1.1398675048351272,3.708092076982167
25.2,26.586945354938507,1.3869453549385078,-1.3869453549385078,5.503751406302114
38.92,37.75346240401268,1.1665375959873217,1.1665375959873217,2.997270286967098
37.76,40.41215693950653,2.6521569395065328,-2.6521569395065328,7.023720706578816
26.99,27.295930564403534,0.3059305644035355,-0.3059305644035355,1.1334959773626747
21.57,24.28274342417717,2.7127434241771695,-2.7127434241771695,12.576464640331587
28.61,29.422886192798615,0.8128861927986151,-0.8128861927986151,2.8412659647482994
34.79,35.98099938035011,1.1909993803501138,-1.1909993803501138,3.4233957459263413
32.65,35.98099938035011,3.3309993803501143,-3.3309993803501143,10.202142050015008
31.64,34.91752156615257,3.277521566152572,-3.277521566152572,10.358791293036324
33.38,33.676797449588776,0.2967974495887731,-0.2967974495887731,0.8891475419408577
38.48,37.93070870637894,0.5492912936210601,0.5492912936210601,1.4274721763989422
36.86,34.3857826590538,2.474217340946197,2.474217340946197,6.712472436991182
30.74,32.25882703065872,1.5188270306587235,-1.5188270306587235,4.94088168563642
45.7,44.66606819629669,1.033931803703311,1.033931803703311,2.2624328303655745
32.22,33.85404375195503,1.6340437519550335,-1.6340437519550335,5.071520023115709
32.07,31.727088123559952,0.3429118764400485,0.3429118764400485,1.0692606059654581
24.63,21.978541493415833,2.6514585065841665,2.6514585065841665,10.76515836584511
37.27,37.93070870637894,0.6607087063789336,-0.6607087063789336,1.772762828552877
