Real,Predicted,Absolute_Error,Residuals,Relative_Error(%)
29.3,31.335819363594055,2.0358193635940545,-2.0358193635940545,6.948188951874523
38.74,38.32030922174454,0.41969077825546464,0.41969077825546464,1.0833525507153572
30.54,31.902129352092743,1.3621293520927438,-1.3621293520927438,4.460148499170691
25.97,24.91763949394226,1.0523605060577381,1.0523605060577381,4.052216040248427
33.59,34.73367929458618,1.1436792945861782,-1.1436792945861782,3.404820762863043
37.57,36.055069267749786,1.514930732250214,1.514930732250214,4.032288346678161
30.37,30.20319938659668,0.1668006134033213,0.1668006134033213,0.5492282296621616
41.43,40.58554917573929,0.8444508242607114,0.8444508242607114,2.038259290506603
38.29,37.18768924474716,1.1023107552528373,1.1023107552528373,2.8788476233088343
33.47,32.2796693444252,1.1903306555747974,1.1903306555747974,3.556410681861836
41.05,40.77431917190552,0.2756808280944796,0.2756808280944796,0.6715732716865341
35.13,34.35613930225372,0.7738606977462794,0.7738606977462794,2.202848555439779
30.45,28.881809413433075,1.5681905865669243,1.5681905865669243,5.150051185720589
33.39,31.524589359760284,1.8654106402397161,1.8654106402397161,5.586734470443374
26.67,25.10640949010849,1.5635905098915117,1.5635905098915117,5.862731568448588
30.74,30.20319938659668,0.5368006134033187,0.5368006134033187,1.7462609408870937
24.32,23.596249520778656,0.7237504792213443,0.7237504792213443,2.975947692943049
21.57,22.65239953994751,1.0823995399475095,-1.0823995399475095,5.018078532432552
31.28,30.958279371261597,0.32172062873840446,0.32172062873840446,1.0285186337453727
24.77,24.91763949394226,0.14763949394226117,-0.14763949394226117,0.5960415578629673
37.42,36.99891924858093,0.4210807514190691,0.4210807514190691,1.1252826063777146
30.28,30.580739378929138,0.30073937892913705,-0.30073937892913705,0.993194778169807
32.73,32.09089934825897,0.6391006517410247,0.6391006517410247,1.9526448259876574
34.15,32.65720933675766,1.4927906632423387,1.4927906632423387,4.371275732958158
32.16,31.147049367427826,1.0129506325721707,1.0129506325721707,3.149722115227607
34.43,34.54490929841995,0.11490929841995268,-0.11490929841995268,0.3337475991477721
37.04,34.35613930225372,2.683860697746276,2.683860697746276,7.245844214421414
40.57,39.075389206409454,1.494610793590546,1.494610793590546,3.6840295617997114
31.87,32.2796693444252,0.4096693444252004,-0.4096693444252004,1.2854387960359477
37.21,36.432609260082245,0.777390739917756,0.777390739917756,2.089198440496738
32.88,34.73367929458618,1.853679294586179,-1.853679294586179,5.637710748243332
36.16,36.055069267749786,0.10493073225021021,0.10493073225021021,0.29018454707187985
31.31,30.580739378929138,0.7292606210708605,0.7292606210708605,2.3291619956497747
39.91,37.56522923707962,2.3447707629203762,2.3447707629203762,5.8751459842968226
34.97,33.789829313755035,1.1801706862449635,1.1801706862449635,3.374808938826087
26.13,26.427799463272095,0.2977994632720957,-0.2977994632720957,1.13968412995839
31.06,31.524589359760284,0.4645893597602857,-0.4645893597602857,1.4957802949475456
22.44,22.84116953611374,0.40116953611373773,-0.40116953611373773,1.7877430300132058
29.04,27.93795943260193,1.1020405673980704,1.1020405673980704,3.7949055338105366
44.76,41.529399156570435,3.2306008434295634,3.2306008434295634,7.217606887193482
24.04,23.407479524612427,0.6325204753875724,0.6325204753875724,2.6311167850435138
29.19,27.93795943260193,1.2520405673980726,1.2520405673980726,4.289279092049142
37.73,37.18768924474716,0.542310755252835,0.542310755252835,1.437346289714022
31.07,30.580739378929138,0.4892606210708621,0.4892606210708621,1.5747042835963683
40.66,40.39677917957306,0.2632208204269375,0.2632208204269375,0.6473704386674877
35.02,32.65720933675766,2.362790663242343,2.362790663242343,6.746975050164607
