timestamp,Urms_L1,Irms_L1,Frequencia_L1,Pwatt_L1,Qvar_L1,Sva_L1,CosF_L1,TensaoFundamental_L1,CorrenteFundamental_L1,THD_V_L1,THD_I_L1,UH0,UH1,UH2,UH3,UH4,UH5,UH6,UH7,UH8,UH9,UH10,UH11,UH12,UH13,UH14,UH15,UH16,UH17,UH18,UH19,UH20,UH21,UH22,UH23,UH24,UH25,UH26,UH27,UH28,UH29,UH30,UH31,UH32,UH33,UH34,UH35,UH36,UH37,UH38,UH39,UH40,UH41,UH42,UH43,UH44,UH45,UH46,UH47,UH48,UH49,UH50,IH0,IH1,IH2,IH3,IH4,IH5,IH6,IH7,IH8,IH9,IH10,IH11,IH12,IH13,IH14,IH15,IH16,IH17,IH18,IH19,IH20,IH21,IH22,IH23,IH24,IH25,IH26,IH27,IH28,IH29,IH30,IH31,IH32,IH33,IH34,IH35,IH36,IH37,IH38,IH39,IH40,IH41,IH42,IH43,IH44,IH45,IH46,IH47,IH48,IH49,IH50,EnergiaAcumulada_KWh
15:18,215.3724,1.1337,60.0067,258.0700,744.1813,788.0000,0.3288,213.7464,1.1273,1.5980,11.6826,0.00774,0.82325,0.00954,0.01220,0.01644,0.02228,0.02942,0.03745,0.04594,0.05445,0.06261,0.07011,0.07675,0.08236,0.08686,0.09021,0.09245,0.09361,0.09379,0.09309,0.09159,0.08938,0.08664,0.08343,0.07986,0.07600,0.07195,0.06777,0.06355,0.05934,0.05518,0.05112,0.04720,0.04343,0.03985,0.03648,0.03333,0.03041,0.02771,0.02524,0.02298,0.02093,0.01907,0.01737,0.01582,0.01440,0.01309,0.01189,0.01078,0.00976,0.00882,0.00014,0.00043,0.00179,0.00419,0.00758,0.01181,0.01664,0.02180,0.02704,0.03215,0.03694,0.04134,0.04511,0.04826,0.05077,0.05262,0.05385,0.05449,0.05460,0.05423,0.05343,0.05228,0.05082,0.04911,0.04720,0.04514,0.04298,0.04074,0.03847,0.03618,0.03391,0.03167,0.02948,0.02735,0.02529,0.02331,0.02144,0.01966,0.01797,0.01640,0.01492,0.01355,0.01228,0.01110,0.01003,0.00904,0.00812,0.00729,0.00652,0.00582,0.00519,0.0029
15:19,215.0546,1.1325,59.9645,253.3300,744.1679,785.9000,0.3215,213.4333,1.1273,1.5949,10.0699,0.00511,0.52808,0.00655,0.01011,0.01592,0.02359,0.03264,0.04257,0.05292,0.06326,0.07321,0.08248,0.09081,0.09806,0.10413,0.10895,0.11253,0.11489,0.11607,0.11618,0.11532,0.11359,0.11111,0.10800,0.10435,0.10028,0.09586,0.09119,0.08636,0.08146,0.07656,0.07173,0.06700,0.06242,0.05799,0.05374,0.04965,0.04573,0.04199,0.03843,0.03506,0.03189,0.02893,0.02618,0.02365,0.02134,0.01925,0.01735,0.01564,0.01408,0.01271,0.00067,0.00101,0.00187,0.00350,0.00590,0.00898,0.01257,0.01647,0.02049,0.02444,0.02817,0.03156,0.03454,0.03705,0.03905,0.04055,0.04155,0.04208,0.04219,0.04192,0.04131,0.04040,0.03926,0.03792,0.03643,0.03481,0.03312,0.03137,0.02960,0.02782,0.02607,0.02435,0.02269,0.02107,0.01953,0.01804,0.01663,0.01529,0.01402,0.01280,0.01168,0.01063,0.00964,0.00873,0.00789,0.00711,0.00640,0.00575,0.00515,0.00460,0.00411,0.0043
15:20,215.5778,1.1468,60.0067,259.2500,754.3760,797.6900,0.3250,213.9754,1.1418,1.5837,9.5466,0.00912,0.87698,0.00799,0.00739,0.00910,0.01394,0.02087,0.02898,0.03761,0.04627,0.05457,0.06221,0.06902,0.07488,0.07972,0.08352,0.08630,0.08810,0.08898,0.08903,0.08834,0.08700,0.08511,0.08275,0.08002,0.07698,0.07372,0.07030,0.06680,0.06326,0.05972,0.05615,0.05272,0.04938,0.04617,0.04308,0.04013,0.03734,0.03470,0.03222,0.02990,0.02774,0.02574,0.02390,0.02220,0.02064,0.01920,0.01787,0.01664,0.01550,0.01442,0.00058,0.00023,0.00134,0.00370,0.00706,0.01128,0.01611,0.02131,0.02663,0.03186,0.03680,0.04130,0.04527,0.04863,0.05134,0.05341,0.05484,0.05568,0.05596,0.05574,0.05508,0.05401,0.05263,0.05099,0.04913,0.04709,0.04494,0.04270,0.04040,0.03809,0.03579,0.03351,0.03127,0.02909,0.02699,0.02497,0.02304,0.02122,0.01949,0.01786,0.01635,0.01492,0.01360,0.01237,0.01124,0.01019,0.00923,0.00835,0.00755,0.00682,0.00615,0.0058
15:21,215.5085,0.4848,59.9926,251.7600,224.2201,337.0400,-0.7466,213.8978,0.4720,1.5895,25.6160,0.00909,0.93883,0.01029,0.01243,0.01625,0.02172,0.02849,0.03614,0.04424,0.05240,0.06031,0.06770,0.07449,0.08030,0.08518,0.08910,0.09205,0.09406,0.09517,0.09544,0.09493,0.09373,0.09191,0.08954,0.08672,0.08353,0.08005,0.07637,0.07254,0.06864,0.06471,0.06081,0.05698,0.05325,0.04964,0.04617,0.04285,0.03971,0.03675,0.03400,0.03144,0.02906,0.02685,0.02478,0.02285,0.02103,0.01933,0.01775,0.01626,0.01487,0.01356,0.00024,0.00022,0.00042,0.00108,0.00213,0.00350,0.00513,0.00691,0.00878,0.01063,0.01240,0.01402,0.01544,0.01665,0.01762,0.01835,0.01884,0.01910,0.01915,0.01902,0.01873,0.01829,0.01775,0.01712,0.01641,0.01565,0.01486,0.01405,0.01323,0.01241,0.01161,0.01082,0.01006,0.00932,0.00862,0.00794,0.00730,0.00669,0.00612,0.00558,0.00508,0.00461,0.00419,0.00379,0.00343,0.00311,0.00282,0.00256,0.00234,0.00215,0.00199,0.0072
15:22,216.2142,0.4991,59.9926,263.9100,227.5650,348.2200,-0.7569,214.6119,0.4863,1.5823,25.3846,0.00738,0.80296,0.00983,0.01323,0.01820,0.02451,0.03184,0.03984,0.04817,0.05647,0.06446,0.07188,0.07853,0.08426,0.08899,0.09267,0.09528,0.09687,0.09748,0.09719,0.09606,0.09420,0.09170,0.08867,0.08523,0.08148,0.07751,0.07342,0.06927,0.06512,0.06102,0.05699,0.05307,0.04928,0.04564,0.04215,0.03885,0.03571,0.03276,0.02997,0.02736,0.02489,0.02264,0.02058,0.01871,0.01701,0.01550,0.01414,0.01295,0.01191,0.01100,0.00111,0.00107,0.00112,0.00158,0.00262,0.00411,0.00590,0.00789,0.00996,0.01202,0.01398,0.01579,0.01740,0.01877,0.01990,0.02078,0.02140,0.02179,0.02196,0.02192,0.02170,0.02132,0.02081,0.02018,0.01945,0.01864,0.01778,0.01688,0.01596,0.01502,0.01409,0.01316,0.01228,0.01143,0.01062,0.00986,0.00915,0.00849,0.00787,0.00729,0.00675,0.00626,0.00580,0.00537,0.00497,0.00460,0.00426,0.00394,0.00365,0.00338,0.00312,0.0087
15:23,216.2295,0.5007,59.9926,268.1200,224.5417,349.3800,-0.7661,214.7146,0.4857,1.5433,27.5994,0.00800,0.74292,0.00583,0.00291,0.00317,0.00924,0.01681,0.02527,0.03413,0.04298,0.05149,0.05937,0.06644,0.07257,0.07771,0.08183,0.08495,0.08710,0.08833,0.08868,0.08823,0.08705,0.08521,0.08286,0.08006,0.07690,0.07347,0.06982,0.06602,0.06213,0.05822,0.05433,0.05050,0.04677,0.04316,0.03970,0.03643,0.03337,0.03051,0.02787,0.02544,0.02323,0.02121,0.01938,0.01772,0.01620,0.01481,0.01354,0.01238,0.01131,0.01034,0.00052,0.00052,0.00062,0.00116,0.00222,0.00372,0.00559,0.00771,0.00997,0.01225,0.01448,0.01658,0.01847,0.02016,0.02155,0.02267,0.02351,0.02408,0.02438,0.02445,0.02430,0.02396,0.02346,0.02282,0.02207,0.02122,0.02030,0.01933,0.01832,0.01729,0.01624,0.01520,0.01418,0.01318,0.01220,0.01127,0.01037,0.00952,0.00870,0.00794,0.00723,0.00656,0.00595,0.00538,0.00487,0.00440,0.00397,0.00359,0.00325,0.00295,0.00269,0.0102
15:24,215.4339,0.4776,60.0207,249.3500,218.5986,332.2500,-0.7531,213.7586,0.4684,1.6170,22.9992,0.00718,0.65944,0.00487,0.00173,0.00473,0.01200,0.02083,0.03068,0.04105,0.05141,0.06136,0.07053,0.07868,0.08563,0.09132,0.09572,0.09889,0.10090,0.10185,0.10186,0.10102,0.09946,0.09727,0.09456,0.09144,0.08797,0.08425,0.08033,0.07627,0.07213,0.06794,0.06375,0.05960,0.05551,0.05153,0.04765,0.04389,0.04028,0.03683,0.03356,0.03048,0.02760,0.02491,0.02243,0.02013,0.01803,0.01611,0.01437,0.01280,0.01137,0.01006,0.00054,0.00051,0.00073,0.00153,0.00282,0.00446,0.00632,0.00829,0.01027,0.01216,0.01391,0.01548,0.01683,0.01795,0.01884,0.01950,0.01994,0.02017,0.02022,0.02011,0.01985,0.01946,0.01898,0.01839,0.01774,0.01703,0.01627,0.01548,0.01466,0.01382,0.01299,0.01215,0.01132,0.01052,0.00975,0.00899,0.00828,0.00761,0.00697,0.00638,0.00584,0.00532,0.00486,0.00442,0.00403,0.00367,0.00334,0.00304,0.00276,0.00250,0.00226,0.0116
15:25,217.0225,0.4882,59.9926,253.0100,229.7406,341.7500,-0.7403,215.4168,0.4753,1.5799,25.5184,0.00665,0.68631,0.00765,0.00994,0.01427,0.02041,0.02783,0.03603,0.04456,0.05303,0.06108,0.06847,0.07498,0.08050,0.08496,0.08832,0.09060,0.09184,0.09211,0.09152,0.09016,0.08814,0.08557,0.08255,0.07918,0.07558,0.07182,0.06798,0.06414,0.06033,0.05660,0.05299,0.04945,0.04612,0.04294,0.03992,0.03706,0.03433,0.03173,0.02925,0.02689,0.02467,0.02257,0.02062,0.01882,0.01716,0.01565,0.01426,0.01300,0.01185,0.01079,0.00012,0.00003,0.00041,0.00112,0.00215,0.00346,0.00497,0.00661,0.00829,0.00994,0.01153,0.01299,0.01430,0.01544,0.01640,0.01716,0.01773,0.01813,0.01834,0.01840,0.01831,0.01807,0.01772,0.01725,0.01670,0.01608,0.01539,0.01466,0.01389,0.01311,0.01233,0.01153,0.01076,0.01000,0.00926,0.00855,0.00788,0.00725,0.00666,0.00612,0.00562,0.00515,0.00473,0.00435,0.00399,0.00367,0.00339,0.00314,0.00290,0.00270,0.00250,0.0131
15:26,215.4968,0.4947,60.0488,259.4500,226.1949,343.9600,-0.7533,213.8957,0.4823,1.5824,25.0529,0.00816,0.88409,0.01063,0.01409,0.01941,0.02652,0.03507,0.04459,0.05456,0.06449,0.07394,0.08259,0.09020,0.09659,0.10179,0.10558,0.10810,0.10939,0.10956,0.10870,0.10694,0.10440,0.10121,0.09749,0.09336,0.08892,0.08430,0.07956,0.07480,0.07006,0.06540,0.06086,0.05649,0.05232,0.04836,0.04462,0.04111,0.03782,0.03476,0.03194,0.02933,0.02694,0.02474,0.02272,0.02086,0.01917,0.01761,0.01619,0.01489,0.01371,0.01262,0.00026,0.00045,0.00095,0.00189,0.00322,0.00481,0.00659,0.00845,0.01030,0.01206,0.01366,0.01506,0.01625,0.01719,0.01788,0.01834,0.01858,0.01861,0.01846,0.01814,0.01770,0.01713,0.01648,0.01576,0.01498,0.01418,0.01336,0.01253,0.01172,0.01092,0.01014,0.00940,0.00869,0.00802,0.00740,0.00683,0.00629,0.00579,0.00533,0.00491,0.00453,0.00417,0.00385,0.00356,0.00329,0.00305,0.00282,0.00261,0.00241,0.00222,0.00204,0.0146
15:27,215.0037,0.4833,60.0629,261.1800,211.3093,335.7900,-0.7772,213.4024,0.4702,1.5843,27.5535,0.00784,0.82627,0.00941,0.01181,0.01578,0.02141,0.02843,0.03643,0.04497,0.05366,0.06212,0.07006,0.07723,0.08347,0.08867,0.09281,0.09589,0.09794,0.09903,0.09924,0.09866,0.09736,0.09543,0.09297,0.09007,0.08682,0.08327,0.07951,0.07558,0.07155,0.06745,0.06333,0.05923,0.05522,0.05131,0.04755,0.04397,0.04058,0.03739,0.03442,0.03165,0.02907,0.02664,0.02442,0.02235,0.02044,0.01867,0.01704,0.01555,0.01417,0.01291,0.00131,0.00147,0.00195,0.00289,0.00430,0.00612,0.00827,0.01065,0.01314,0.01564,0.01804,0.02027,0.02226,0.02398,0.02539,0.02648,0.02726,0.02774,0.02793,0.02788,0.02759,0.02712,0.02647,0.02567,0.02476,0.02375,0.02268,0.02155,0.02041,0.01924,0.01808,0.01693,0.01579,0.01470,0.01366,0.01266,0.01170,0.01080,0.00995,0.00916,0.00842,0.00772,0.00708,0.00647,0.00591,0.00538,0.00490,0.00443,0.00399,0.00359,0.00321,0.0160
